,filename,volume,model_height,model_radius,infill,layer_height,est_time
20033,stls/626510.stl,12494.287195310018,6.5,24.73569558688796,20.0,0.2,46.0
20034,stls/626720.stl,1092686.6006102425,213.46400451660156,40.365519499982085,20.0,0.2,1316.0
20035,stls/626746.stl,170216.92275928412,70.3701171875,27.748038856512444,20.0,0.2,471.0
20036,stls/626842.stl,76853.69797972786,18.010000228881836,36.85535418250146,20.0,0.2,253.0
20037,stls/62693.stl,5776.751376240546,13.928799629211426,11.489736169682061,20.0,0.2,29.0
20038,stls/626983.stl,62981.963217708435,80.03711700439453,15.826593299342765,20.0,0.2,147.0
20039,stls/627119.stl,17575.931486664154,11.743999481201172,21.82610436138149,20.0,0.2,91.0
20040,stls/627191.stl,17301.971154610317,25.0,14.842356240138207,20.0,0.2,57.0
20041,stls/627230.stl,4134.849197308223,23.90199851989746,7.420579009817244,20.0,0.2,20.0
20042,stls/627246.stl,21691.765172893804,23.200000762939453,17.251565491489565,20.0,0.2,111.0
20043,stls/627309.stl,12073.821055542581,10.0,19.604123561111358,20.0,0.2,59.0
20044,stls/627314.stl,21479.845107833546,18.250001907348633,19.35571323669156,20.0,0.2,64.0
20045,stls/627394.stl,66523.25804451753,93.92471313476562,15.01488051521248,20.0,0.2,225.0
20046,stls/627407.stl,32570.66318165402,30.36800193786621,18.47694879070126,20.0,0.2,154.0
20047,stls/627462.stl,6971.149913482334,16.0,11.77652839213106,20.0,0.2,29.0
20048,stls/62761.stl,4757.244040769655,6.708370208740234,15.024300739625822,20.0,0.2,15.0
20049,stls/627704.stl,11019.2410462754,25.030000686645508,11.837785725250404,20.0,0.2,53.0
20050,stls/627735.stl,42184.51807964834,98.0,11.70546233412511,20.0,0.2,153.0
20051,stls/627738.stl,3321.466877179841,9.0,10.838489765841949,20.0,0.2,14.0
20052,stls/627760.stl,5082.1775712131175,5.0,17.987258625252828,20.0,0.2,23.0
20053,stls/627777.stl,11962.325370884464,26.5,11.986984179076188,20.0,0.2,63.0
20054,stls/6278.stl,8079.439651092299,11.335331916809082,15.062552151323153,20.0,0.2,26.0
20055,stls/627805.stl,5792.04028275609,20.0,9.60120743233897,20.0,0.2,26.0
20056,stls/627885.stl,4698.189838433508,6.349999904632568,15.346292969500604,20.0,0.2,20.0
20057,stls/627909.stl,32455.42486347952,24.976417541503906,20.33778444173445,20.0,0.2,53.0
20058,stls/627970.stl,52.45650498988107,8.113901138305664,1.4345308209140963,20.0,0.2,1.0
